fcd_full_quantile_0.05,fcd_full_quantile_0.25,fcd_full_quantile_0.5,fcd_full_quantile_0.75,fcd_full_quantile_0.95,fcd_full_pca_sum,fcd_full_pca_max,fcd_full_pca_min,fcd_full_pca_mean,fcd_full_pca_std,fcd_full_pca_skew,fcd_full_pca_kurtosis,fcd_full_eig_sum,fcd_full_eig_max,fcd_full_eig_min,fcd_full_eig_mean,fcd_full_eig_std,fcd_full_eig_skew,fcd_full_eig_kurtosis,fcd_full_ut_sum,fcd_full_ut_max,fcd_full_ut_min,fcd_full_ut_mean,fcd_full_ut_std,fcd_full_ut_skew,fcd_full_ut_kurtosis,fcd_full_sum
0.04106301,0.112185225,0.19803901,0.29537052,0.72441936,0.0,6.4079394,-3.749349,0.0,2.2888331,0.9596058,0.15582472,740.0,192.4573,2.1789335e-09,1.0013531,8.541398,16.86262,348.51938,42359.87,0.52798164,-0.009355328,0.1829484,0.104025446,0.53845423,-0.16865118,133319.94
